title|offer_type|desc|size|price|gradnja|adaptacija
MURGLE|dvosobno|55,28 m2, 2-sobno, zgrajeno l. 2018, oddamo. Cena: 776,00 EUR/mes|55,28 m2|776,00 €/mesec|2018|nan
NOVE JARŠE|enosobno|38 m2, 1-sobno, zgrajeno l. 1970, adaptirano l. 2006, 11/13 nad., stanovanje je v celoti opremljeno, ogrevanje je CK top...|38,00 m2|550,00 €/mesec|1970|2006
NOVE JARŠE|dvosobno|47 m2, 2-sobno, zgrajeno l. 1980, 2/4 nad., nove jarše, mirna lokacija v okolici vrtca. 47 m2, 2-sobno, zgrajeno l. 1980...|47,00 m2|500,00 €/mesec|1980|nan
NOVE JARŠE|dvosobno|58 m2, 2-sobno, zgrajeno l. 1982, adaptirano l. 2000, 3/7 nad., oddamo. Cena: 600,00 EUR/mes|58,00 m2|600,00 €/mesec|1982|2000
NOVE JARŠE|dvosobno|60,32 m2, 2-sobno, zgrajeno l. 1973, 2/5 nad., NOVE JARŠE, 2-sobno, zgrajeno l. 1973, 2. nad., Oddamo dvosobno stanovanj...|60,32 m2|550,00 €/mesec|1973|nan
NOVE JARŠE|štirisobno|75,91 m2, 4-sobno, zgrajeno l. 1967, adaptirano l. 2014, oddamo. Cena: 750,00 EUR/mes|75,91 m2|750,00 €/mesec|1967|2014
NOVE JARŠE|trisobno|78,2 m2, 3-sobno, zgrajeno l. 1976, adaptirano l. 2004, 1/6 nad., oddamo. Cena: 700,00 EUR/mes|78,20 m2|700,00 €/mesec|1976|2004
NOVE JARŠE, BLIŽINA OBVOZNICE IN BTC - JA|dvosobno|12 m2, 2-sobno, zgrajeno l. 1981, 6. nad., oddaja sobe - Nove Jarše - Ljubljana, oddamo. Cena: do 300,00 EUR/mes|12,00 m2|300,00 €/mesec|1981|nan
NOVE JARŠE, BTC|enosobno|34,5 m2, 1-sobno, zgrajeno l. 1967, adaptirano l. 2011, 1. nad., oddamo. Cena: 440,00 EUR/mes|34,50 m2|440,00 €/mesec|1967|2011
NOVE JARŠE, CLEVELANDSKA|dvosobno|60,8 m2, 2-sobno, zgrajeno l. 1980, 4/4 nad., Stanovanje ima osnovno opremo in je takoj vseljivo, blok ima dvigalo. V bl...|60,80 m2|650,00 €/mesec|1980|nan
NOVE JARŠE, LJ.|Soba|12 m2, soba, zgrajena l. 1964, adaptirana l. 2007, 4/4 nad., Oddamo enoposateljno sobo študentki v najem. souporaba osta...|12,00 m2|180,00 €/mesec|1964|2007
NOVE JARŠE, STRAŽARJEVA ULICA|dvosobno|45 m2, 2-sobno, zgrajeno l. 1965, adaptirano l. 2014, P/2 nad., Svetlo in primerno za dve osebi. Balkon. Ogrevanje na to...|45,00 m2|600,00 €/mesec|1965|2014
NOVO POLJE|dvoinpolsobno|75 m2, 2,5-sobno, zgrajeno l. 1970, adaptirano l. 2005, 30 m2 zemljišča, VP/2 nad., oddamo. Cena: cca 550,00 EUR/mes|75,00 m2|550,00 €/mesec|1970|2005
NOVO POLJE, LJ. MOSTE|enosobno|42 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2017, VP/4 nad., oddamo. Cena: cca 450,00 EUR/mes|42,00 m2|450,00 €/mesec|1980|2017
PODUTIK|Soba|15 m2, soba, zgrajena l. 2006, 1/2 nad., Oddam stanovanje, primerno za študente, enoposteljne sobe, skupna uporaba kopal...|15,00 m2|300,00 €/mesec|2006|nan
PODUTIK|garsonjera|45,5 m2, garsonjera, v stavbi zgrajeni l. 2008, 3/7 nad., Oddamo prostorno garsonjero v urejeni soseski Pilon z lastnim ...|45,50 m2|600,00 €/mesec|2008|nan
PODUTIK|dvosobno|50 m2, 2-sobno, zgrajeno l. 1978, P/1 nad., takoj vseljivo, oddamo. Cena: 450,00 EUR/mes|50,00 m2|450,00 €/mesec|1978|nan
PODUTIK|dvosobno|65 m2, 2-sobno, zgrajeno l. 1970, adaptirano l. 2020, 1/2 nad., oddamo. Cena: 700,00 EUR/mes|65,00 m2|700,00 €/mesec|1970|2020
PODUTIK|trisobno|85,6 m2, 3-sobno, zgrajeno l. 2006, VP/1 nad., oddamo. Cena: 1.200,00 EUR/mes|85,60 m2|1.200,00 €/mesec|2006|nan
PODUTIK|dvosobno|100 m2, 2-sobno, zgrajeno l. 1996, oddamo. Cena: 2.000,00 EUR/mes|100,00 m2|2.000,00 €/mesec|1996|nan
PODUTIK|dvosobno|100 m2, 2-sobno, zgrajeno l. 1995, P/1 nad., stanovanje obsega veliko dnevno sobo povezano z jedilnico in kuhinjo, spaln...|100,00 m2|2.000,00 €/mesec|1995|nan
PODUTIK|dvosobno|115 m2, 2-sobno, zgrajeno l. 1995, adaptirano l. 2018, 350 m2 zemljišča, pritličje, zelo prostorno stanovanje v hiši z l...|115,00 m2|1.790,00 €/mesec|1995|2018
PODUTIK, KUŠTRINOVA|dvoinpolsobno|101 m2, 2,5-sobno, zgrajeno l. 2001, 275 m2 zemljišča, P/1 nad., oddamo. Cena: 1.000,00 EUR/mes|101,00 m2|1.000,00 €/mesec|2001|nan
PODUTIK, LJ.|garsonjera|12 m2, garsonjera, adaptirana l. 2020, P+1, Oddamo dve samostojni enoti -garsonjeri, oddamo. Cena: 350,00 EUR/mes|12,00 m2|350,00 €/mesec|nan|2020
POLJANE, LJ.|dvosobno|62 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2015, P+1+2, oddamo. Cena: 600,00 EUR/mes|62,00 m2|600,00 €/mesec|1960|2015
POLJANE, MESARSKA ULICA 4|dvosobno|78,7 m2, 2-sobno, zgrajeno l. 1955, adaptirano l. 2007, 1/2 nad., Svetlo stanovanje v bližini mestnega jedra, trgovin, z...|78,70 m2|700,00 €/mesec|1955|2007
POLJANE, POLJANSKI NASIP|dvoinpolsobno|79 m2, 2,5-sobno, zgrajeno l. 1974, adaptirano l. 2019, 10/12 nad., oddamo. Cena: 850,00 EUR/mes|79,00 m2|850,00 €/mesec|1974|2019
POLJANE, ROŠKA|garsonjera|20 m2, garsonjera, oskrbovano stanovanje za starejše, adaptirana l. 2020, adaptirana l. 2020, 20 m2 zemljišča, PK/3 nad....|20,00 m2|350,00 €/mesec|nan|2020
POLJE|Soba|8,5 m2, soba, zgrajena l. 1965, adaptirana l. 2010, VP/4 nad., oddamo. Cena: 230,00 EUR/mes|8,50 m2|230,00 €/mesec|1965|2010
POLJE|Soba|10 m2, soba, zgrajena l. 1964, adaptirana l. 2018, 500 m2 zemljišča, K+P, Oddam sobo študentki, oddamo. Cena: 150,00 EUR...|10,00 m2|150,00 €/mesec|1964|2018
POLJE|Soba|12 m2, soba, zgrajena l. 1950, adaptirana l. 2008, 20 m2 zemljišča, oddamo. Cena: 160,00 EUR/mes|12,00 m2|160,00 €/mesec|1950|2008
POLJE|dvoinpolsobno|65 m2, 2,5-sobno, v stavbi zgrajeni l. 1998, adaptirano l. 2011, polklet, 65 m2, 2,5-sobno, adaptirano l. 2011, polklet,...|65,00 m2|600,00 €/mesec|1998|2011
POLJE, KAŠELJSKA CESTA 82|Soba|12 m2, soba, adaptirana l. 2005, 1. nad., enopostelno sobo z vso opremo, KTV, internet, kuhinja, kopalnica oddam študent...|12,00 m2|180,00 €/mesec|nan|2005
POLJE, KAŠELJSKA CESTA 82|Soba|12 m2, soba, zgrajena l. 2005, 540 m2 zemljišča, 1. nad., enoposteljno sob z vso opremo, wifi internet, KTV, kuhinja, ko...|12,00 m2|180,00 €/mesec|2005|nan
POLJE, KAŠELJSKA CESTA 82|Soba|12 m2, soba, zgrajena l. 2005, pritličje, oddamo. Cena: 180,00 EUR/mes|12,00 m2|180,00 €/mesec|2005|nan
POLJE, POLEG OBVOZNICE|enosobno|38 m2, 1-sobno, zgrajeno l. 1970, 2. nad., oddamo. Cena: cca 450,00 EUR/mes|38,00 m2|450,00 €/mesec|1970|nan
POLJE, RJAVA CESTA|enosobno|39,7 m2, 1-sobno, zgrajeno l. 1973, visoko pritličje, Opremljeno stanovanje v večstanovanjskem objektu, pripadajoče 1 pa...|39,70 m2|450,00 €/mesec|1973|nan
POLJE, RJAVA CESTA|enosobno|40 m2, 1-sobno, zgrajeno l. 1973, visoko pritličje, 1-sobno stanovanje, 40 m2,Polje-Rjava cesta, VP, oddamo. Cena: 450,0...|40,00 m2|450,00 €/mesec|1973|nan
PRULE|garsonjera|25,5 m2, garsonjera, zgrajena l. 1962, VP/4 nad., Pred letom in pol obnovljena garsonjera, Prule, Janežičeva ulica, hitr...|25,50 m2|420,00 €/mesec|1962|nan
PRULE|garsonjera|32 m2, garsonjera, dupleks, zgrajena l. 1895, adaptirana l. 2015, M/3 nad., Garsonjera s spalnico na galeriji, oddamo. C...|32,00 m2|500,00 €/mesec|1895|2015
PRULE|enosobno|32,8 m2, 1-sobno, zgrajeno l. 1959, adaptirano l. 2019, 3/4 nad., popolnoma opremljeno, primerno za par ali posameznika,...|32,80 m2|490,00 €/mesec|1959|2019
PRULE|enosobno|39 m2, 1-sobno, v stavbi zgrajeni l. 1966, 2/4 nad., oddamo. Cena: 650,00 EUR/mes|39,00 m2|650,00 €/mesec|1966|nan
PRULE|enoinpolsobno|45 m2, 1,5-sobno, adaptirano l. 2015, 3/3 nad., oddamo. Cena: 580,00 EUR/mes|45,00 m2|580,00 €/mesec|nan|2015
PRULE|dvoinpolsobno|70 m2, 2,5-sobno, zgrajeno l. 1650, adaptirano l. 2019, oddamo. Cena: 900,00 EUR/mes|70,00 m2|900,00 €/mesec|1650|2019
PRULE|štirisobno|179,87 m2, 4-sobno, zgrajeno l. 2019, Popolnoma opremljeno stanovanje v čudoviti, novi soseski Luwigana. Na voljo takoj,...|179,87 m2|2.600,00 €/mesec|2019|nan
PRULE, IŽANSKA CESTA|Soba|16 m2, soba, zgrajena l. 1968, adaptirana l. 2014, M/2 nad., Študentki oddam komfortno opremljeno, lepo in prostorno ter...|16,00 m2|260,00 €/mesec|1968|2014
PRULE, OB BOTANIČNEM VRTU V LJUBLJANI|enosobno|25 m2, 1-sobno, adaptirano l. 2015, 1/2 nad., Popolnoma opremljeno stanovanje. Svetlo s kuhinjo in kopalnico, oddamo. Ce...|25,00 m2|450,00 €/mesec|nan|2015
RAKOVA JELŠA|Soba|15 m2, soba, zgrajena l. 1985, adaptirana l. 2018, P+1+M, oddamo. Cena: do cca 170,00 EUR/mes|15,00 m2|170,00 €/mesec|1985|2018
RAKOVA JELŠA|Soba|20 m2, soba, novogradnja - zgr. l. 2010, 2. nad., Vec sob za najem delavcev, oddamo. Cena: 100,00 EUR/mes|20,00 m2|100,00 €/mesec|2010|nan
RAKOVA JELŠA, KONEC OPEKARSKE, BLIZU J OBVOZ.|garsonjera|22 m2, garsonjera, zgrajena l. 2003, adaptirana l. 2018, P/1 nad., garsonjera, lasten vhod, večstanovanjska hiša, oddamo...|22,00 m2|400,00 €/mesec|2003|2018
RAKOVNIK|dvosobno|45 m2, 2-sobno, adaptirano l. 2018, 1/4 nad., oddamo. Cena: 620,00 EUR/mes|45,00 m2|620,00 €/mesec|nan|2018
RAKOVNIK|dvosobno|52 m2, 2-sobno, v stavbi zgrajeni l. 1968, adaptirano l. 2013, 2/4 nad., Prijetno, svetlo opremljeno dvosobno stanovanje...|52,00 m2|690,00 €/mesec|1968|2013
ROŽNA DOLINA|Soba|10 m2, soba, zgrajena l. 1977, adaptirana l. 2010, 1.000 m2 zemljišča, oddamo. Cena: max. 220,00 EUR/mes|10,00 m2|220,00 €/mesec|1977|2010
ROŽNA DOLINA|Soba|11 m2, soba, zgrajena l. 1970, mansarda, Na prijetni lokaciji v Rožni dolini v bližini fakultet oddamo 3 samostojne sobe...|11,00 m2|270,00 €/mesec|1970|nan
ROŽNA DOLINA|Soba|15 m2, soba, zgrajena l. 1967, 1/1 nad., Soba v rožni dolini, oddamo. Cena: max. 350,00 EUR/mes|15,00 m2|350,00 €/mesec|1967|nan
ROŽNA DOLINA|dvosobno|58 m2, 2-sobno, adaptirano l. 2020, VP/2 nad., Kompletno adaptirano in na novo opremljeno stanovanje- vseljivo 10.11.202...|58,00 m2|700,00 €/mesec|nan|2020
ROŽNA DOLINA|dvosobno|60 m2, 2-sobno, novogradnja - zgr. l. 2010, 2. nad., oddamo butično stanovanje v rožni dolini, oddamo. Cena: cca 850,00 ...|60,00 m2|850,00 €/mesec|2010|nan
ROŽNA DOLINA|dvosobno|65 m2, 2-sobno, zgrajeno l. 1961, adaptirano l. 2019, 1. nad., oddamo. Cena: 690,00 EUR/mes|65,00 m2|690,00 €/mesec|1961|2019
ROŽNA DOLINA|dvosobno|70 m2, 2-sobno, zgrajeno l. 2010, 2. nad., oddamo. Cena: 850,00 EUR/mes|70,00 m2|850,00 €/mesec|2010|nan
ROŽNA DOLINA|trisobno|70 m2, 3-sobno, v stavbi zgrajeni l. 1918, adaptirano l. 1990, PK/2 nad., Oddamo 3 sobno polkletno stavnovanje v Rožni d...|70,00 m2|250,00 €/mesec|1918|1990
ROŽNA DOLINA|enoinpolsobno|70,9 m2, 1,5-sobno, zgrajeno l. 2009, 2/2 nad., Posredujemo pri oddaji urejenega in v celoti in kvalitetno opremljenega ...|70,90 m2|900,00 €/mesec|2009|nan
ROŽNA DOLINA|trisobno|77 m2, 3-sobno, poslovni apartma, adaptirano l. 2018, 120 m2 zemljišča, pritličje, 77 m2, 3-sobno, poslovni apartma, odl...|77,00 m2|1.200,00 €/mesec|nan|2018
ROŽNA DOLINA|štirisobno|100 m2, 4-sobno, zgrajeno l. 1952, adaptirano l. 2018, VP/1 nad., JZ, letna kuhinja, dva parkirna mesta, ograjen vrt, di...|100,00 m2|1.700,00 €/mesec|1952|2018
ROŽNA DOLINA, BLIŽINA BIVŠE TOBAČNE TOVARNE|dvosobno|65 m2, 2-sobno, zgrajeno l. 1961, adaptirano l. 2019, 1/2 nad., 2 sobno opremljeno stanovanje z balkonom na odlični mirn...|65,00 m2|690,00 €/mesec|1961|2019
ROŽNA DOLINA, BLIŽINA ROŽNIKA, TRGOVINE, LPP|garsonjera|27 m2, garsonjera, adaptirana l. 2014, adaptirana l. 2014, 1/2 nad., Garsonjera s fiksnimi stroški, oddamo. Cena: cca 44...|27,00 m2|440,00 €/mesec|nan|2014
ROŽNA DOLINA, CESTA IX|Soba|15 m2, soba, adaptirana l. 2019, 2/3 nad., Oddamo deljeno dvoposteljno sobo v stanovanju z več sobami. Deljeni skupni pr...|15,00 m2|250,00 €/mesec|nan|2019
ROŽNA DOLINA, CESTA V|Soba|25 m2, soba, adaptirana l. 2018, 2/2 nad., Oddamo posteljo v sobi s tremi posteljami. Pripada uporaba skupnih prostorov....|25,00 m2|200,00 €/mesec|nan|2018
ROŽNA DOLINA, UL. IGA GRUDNA|Soba|13 m2, soba, zgrajena l. 1971, adaptirana l. 2020, 3/4 nad., Oddam enoposteljno sobo primerno za študente, oddamo. Cena:...|13,00 m2|250,00 €/mesec|1971|2020
RUDNIK|Soba|15 m2, soba, zgrajena l. 1980, P/1 nad., Eni ali dvema dekletoma oddamo prijetno sobo v mirnem okolju, souporaba kuhinje...|15,00 m2|160,00 €/mesec|1980|nan
RUDNIK|Soba|24 m2, soba, zgrajena l. 2010, 2/2 nad., oddam sobo za eno osebo, oddamo. Cena: 220,00 EUR/mes|24,00 m2|220,00 €/mesec|2010|nan
RUDNIK|Soba|24 m2, soba, zgrajena l. 1990, 800 m2 zemljišča, 1. nad., Soba v stanovanju, oddamo. Cena: cca 250,00 EUR/mes|24,00 m2|250,00 €/mesec|1990|nan
RUDNIK|garsonjera|30 m2, garsonjera, zgrajena l. 1998, adaptirana l. 2019, Oddamo garsonjero eni zaposleni osebi. Cena 300 EUR (stroški so...|30,00 m2|300,00 €/mesec|1998|2019
RUDNIK|garsonjera|33 m2, garsonjera, zgrajena l. 2009, 1/4 nad., oddamo. Cena: 350,00 EUR/mes|33,00 m2|350,00 €/mesec|2009|nan
RUDNIK|dvoinpolsobno|60 m2, 2,5-sobno, zgrajeno l. 2008, adaptirano l. 2016, visoko pritličje, oddamo. Cena: 1.200,00 EUR/mes|60,00 m2|1.200,00 €/mesec|2008|2016
RUDNIK|trisobno|68 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2017, oddamo. Cena: 800,00 EUR/mes|68,00 m2|800,00 €/mesec|1968|2017
RUDNIK|trisobno|105,7 m2, 3-sobno, zgrajeno l. 2007, 1. nad., oddamo. Cena: 700,00 EUR/mes|105,70 m2|700,00 €/mesec|2007|nan
RUDNIK|trisobno|110 m2, 3-sobno, zgrajeno l. 1934, adaptirano l. 2020, 1. nad., oddamo. Cena: 1.000,00 EUR/mes|110,00 m2|1.000,00 €/mesec|1934|2020
RUDNIK|trisobno|110 m2, 3-sobno, zgrajeno l. 1934, adaptirano l. 2020, 1/2 nad., 3-sobno stanovanje, Ljubljana-Rudnik, zgrajeno leta 193...|110,00 m2|1.000,00 €/mesec|1934|2020
RUDNIK|trisobno|120 m2, 3-sobno, zgrajeno l. 1966, adaptirano l. 2020, 1/2 nad., oddamo. Cena: 1.000,00 EUR/mes|120,00 m2|1.000,00 €/mesec|1966|2020
RUDNIK, BARJE|garsonjera|26 m2, garsonjera, zgrajena l. 2007, pritličje, odam opremljeno stanovanje v vec stanovalski hisi vsaljivo takoj, oddamo...|26,00 m2|350,00 €/mesec|2007|nan
RUDNIK, DOLENJSKA CESTA|dvosobno|57 m2, 2-sobno, adaptirano l. 2009, 1/1 nad., kompletno opremljeno, svetlo stanovanje, z balkonom in parkirnim mestom. 8...|57,00 m2|580,00 €/mesec|nan|2009
RUDNIK, JURČKOVA CESTA|trisobno|90 m2, 3-sobno, adaptirano l. 2018, P+1/1 nad., oddamo. Cena: 890,00 EUR/mes|90,00 m2|890,00 €/mesec|nan|2018
RUDNIK, JURČKOVA CESTA 161|trisobno|74 m2, 3-sobno, zgrajeno l. 2008, 1/2 nad., oddamo. Cena: 850,00 EUR/mes|74,00 m2|850,00 €/mesec|2008|nan
RUDNIK, V ZELENEM OKOLJU|trisobno|90 m2, 3-sobno, zgrajeno l. 1967, adaptirano l. 1990, 1. nad., oddamo. Cena: 600,00 EUR/mes|90,00 m2|600,00 €/mesec|1967|1990
SAVLJE|dvosobno|75 m2, 2-sobno, zgrajeno l. 1927, adaptirano l. 2010, pritličje, oddamo. Cena: 700,00 EUR/mes|75,00 m2|700,00 €/mesec|1927|2010
SAVLJE, KONČNA POSTAJA LPP 14|Soba|6 m2, soba, adaptirana l. 2019, adaptirana l. 2019, P/P, Objekt ime 5 ločenih sob, skupno imajo čajno kuhinjo, 2xWC,eno ...|6,00 m2|120,00 €/mesec|nan|2019
SAVLJE, LJ. BEŽIGRAD|enosobno|26 m2, 1-sobno, zgrajeno l. 2020, K/K, bežigrad - savlje, 26 m2, kletna soba s kuhinjo, hodnikom, kopalnico in shrambo. ...|26,00 m2|300,00 €/mesec|2020|nan
SAVSKO NASELJE|Soba|7 m2, soba, zgrajena l. 1957, 2/4 nad., Savsko naselje, oddaja se soba z balkonom, prenovljena 2020, oddamo. Cena: 150,0...|7,00 m2|150,00 €/mesec|1957|nan
SAVSKO NASELJE|Soba|13,5 m2, soba, adaptirana l. 2019, 6/6 nad., Oddam sobo na Fabianijevi ulici 15. Skupne površine 13,5 m2, oddamo. Cena: ...|13,50 m2|300,00 €/mesec|nan|2019
SAVSKO NASELJE|garsonjera|27,5 m2, garsonjera, zgrajena l. 2000, 1/6 nad., oddamo. Cena: cca 560,00 EUR/mes|27,50 m2|560,00 €/mesec|2000|nan
SAVSKO NASELJE|dvosobno|38 m2, 2-sobno, zgrajeno l. 1959, adaptirano l. 2012, 1/3 nad., oddamo. Cena: cca 500,00 EUR/mes|38,00 m2|500,00 €/mesec|1959|2012
SAVSKO NASELJE|dvosobno|38,4 m2, 2-sobno, zgrajeno l. 1958, 3/3 nad., Savsko naselje - Bežigrad, 38,40 m2, dvosobno, zgrajeno leta 1958, 3/3 nad...|38,40 m2|520,00 €/mesec|1958|nan
SAVSKO NASELJE|dvoinpolsobno|68 m2, 2,5-sobno, zgrajeno l. 1965, adaptirano l. 2018, 2/3 nad., oddamo. Cena: cca 750,00 EUR/mes|68,00 m2|750,00 €/mesec|1965|2018
SAVSKO NASELJE, BLIŽINA CENTRA|dvosobno|54,3 m2, 2-sobno, zgrajeno l. 1961, 7/14 nad., Oddamo obnovljeno 2-sobno stanovanje v bližini središča mesta in obvoznic...|54,30 m2|550,00 €/mesec|1961|nan
SAVSKO NASELJE, KNOBLEHARJEVA ULICA|štirisobno|131,1 m2, 4-sobno, zgrajeno l. 1932, adaptirano l. 2015, 1/2 nad., Mescansko stanovanje, delno opremljeno. Pripada mu de...|131,10 m2|950,00 €/mesec|1932|2015
SAVSKO NASELJE, LINHARTOVA CESTA 64|trisobno|73,3 m2, 3-sobno, zgrajeno l. 1963, adaptirano l. 2020, 2/16 nad., Oddamo prijetno in v letošnjem letu osveženo stanovan...|73,30 m2|700,00 €/mesec|1963|2020
SAVSKO NASELJE, ODLICNA URBANA POVEZAVA|Soba|13 m2, soba, zgrajena l. 1962, 14/14 nad., Je 3-sobno stanovanje,soba je dvoposteljna cena na posteljo je 170+stroski na...|13,00 m2|170,00 €/mesec|1962|nan
SNEBERJE, LJ.|dvosobno|80 m2, 2-sobno, adaptirano l. 2019, Oddamo v celoti obnovljeno stanovanje, ki ima talno gretje, klimo, električne rolete...|80,00 m2|700,00 €/mesec|nan|2019
SNEBERJE, SNEBERSKO NABREŽJE 12|Soba|10 m2, soba, zgrajena l. 1976, 1/1 nad., Odam sobo za študenta/studentko, oddamo. Cena: cca 210,00 EUR/mes|10,00 m2|210,00 €/mesec|1976|nan
SP. HRUŠICA|enosobno|30 m2, 1-sobno, zgrajeno l. 1990, adaptirano l. 2015, pritličje, Stanovanje obsega sobo, kuhinjo in kopalnico. Vsi prikl...|30,00 m2|380,00 €/mesec|1990|2015
SP. KAŠELJ|Soba|24 m2, soba, adaptirana l. 2015, oddamo. Cena: 350,00 EUR/mes|24,00 m2|350,00 €/mesec|nan|2015
SP. ŠIŠKA|Soba|12 m2, soba, zgrajena l. 1962, 4/4 nad., Oddaja opremljene sobe, Šiška, oddamo. Cena: 330,00 EUR/mes|12,00 m2|330,00 €/mesec|1962|nan
SP. ŠIŠKA|enosobno|23,8 m2, 1-sobno, zgrajeno l. 1963, adaptirano l. 2010, 9. nad., oddamo. Cena: 400,00 EUR/mes|23,80 m2|400,00 €/mesec|1963|2010
SP. ŠIŠKA|Soba|25 m2, soba, zgrajena l. 1968, Dvema študentkama ali paru oddam prostorno dvoposteljno sobo (25 m2) v 3 -sobnem študents...|25,00 m2|145,00 €/mesec|1968|nan
SP. ŠIŠKA|enosobno|33,97 m2, 1-sobno, zgrajeno l. 2018, pritličje, oddamo. Cena: 550,00 EUR/mes|33,97 m2|550,00 €/mesec|2018|nan
SP. ŠIŠKA|garsonjera|38,1 m2, garsonjera, zgrajena l. 2018, 2. nad., oddamo. Cena: 650,00 EUR/mes|38,10 m2|650,00 €/mesec|2018|nan
SP. ŠIŠKA|enoinpolsobno|40 m2, 1,5-sobno, adaptirano l. 2018, 2/2 nad., oddamo. Cena: 500,00 EUR/mes|40,00 m2|500,00 €/mesec|nan|2018
SP. ŠIŠKA|Drugo|40 m2, stanovanje, adaptirano l. 2018, M/3 nad., LJ. ŠIŠKA, svetlo in prijetno urejeno v mansardi hiše (II. nad.) oddam ...|40,00 m2|200,00 €/mesec|nan|2018
SP. ŠIŠKA|dvosobno|49 m2, 2-sobno, zgrajeno l. 1963, adaptirano l. 2016, 1/4 nad., Lepo, svetlo prostorno dvosobno stanovanje v Spodnji Šiš...|49,00 m2|150,00 €/mesec|1963|2016
SP. ŠIŠKA|dvosobno|50 m2, 2-sobno, zgrajeno l. 2019, 1/3 nad., Oddamo stanovanje v celoti opremljeno, oddamo. Cena: cca 850,00 EUR/mes|50,00 m2|850,00 €/mesec|2019|nan
SP. ŠIŠKA|dvosobno|50 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2020, 7/10 nad., Svetlo in zračno dvosobno stanovanje v Spodnji Šiški, b...|50,00 m2|680,00 €/mesec|1964|2020
SP. ŠIŠKA|dvoinpolsobno|60 m2, 2,5-sobno, zgrajeno l. 1940, 3. nad., oddamo. Cena: 1.000,00 EUR/mes|60,00 m2|1.000,00 €/mesec|1940|nan
SP. ŠIŠKA|dvosobno|65 m2, 2-sobno, adaptirano l. 2015, 1/2 nad., oddamo. Cena: 600,00 EUR/mes|65,00 m2|600,00 €/mesec|nan|2015
SP. ŠIŠKA|trisobno|74 m2, 3-sobno, zgrajeno l. 1938, adaptirano l. 2004, visoko pritličje, 3 sobno opremljeno, oddamo. Cena: 800,00 EUR/mes...|74,00 m2|800,00 €/mesec|1938|2004
SP. ŠIŠKA|dvoinpolsobno|76,9 m2, 2,5-sobno, zgrajeno l. 1940, adaptirano l. 2010, 3. nad., oddamo. Cena: 890,00 EUR/mes|76,90 m2|890,00 €/mesec|1940|2010
SP. ŠIŠKA|trisobno|108 m2, 3-sobno, zgrajeno l. 2018, Popolnoma opremljeno, nadstandardno stanovanje, ki se nahaja na odlični lokaciji v so...|108,00 m2|1.500,00 €/mesec|2018|nan
SP. ŠIŠKA|petsobno|220,3 m2, 5 in večsobno, zgrajeno l. 2018, oddamo. Cena: 7.000,00 EUR/mes|220,30 m2|7.000,00 €/mesec|2018|nan
SP. ŠIŠKA, ANDREAŠEVA 8|štirisobno|92 m2, 4-sobno, zgrajeno l. 1995, VP/5 nad., 3,5 sobno stanovanje 92 m2, visoko pritličje, oddamo. Cena: 750,00 EUR/mes|92,00 m2|750,00 €/mesec|1995|nan
SP. ŠIŠKA, BELLE VIE TIVOLI|petsobno|217,14 m2, 5 in večsobno, zgrajeno l. 2018, 4. nad., oddamo. Cena: 8.000,00 EUR/mes|217,14 m2|8.000,00 €/mesec|2018|nan
SP. ŠIŠKA, CELOVŠKA 107|Soba|21 m2, soba, zgrajena l. 1938, adaptirana l. 2020, oddamo. Cena: 270,00 EUR/mes|21,00 m2|270,00 €/mesec|1938|2020
SP. ŠIŠKA, CELOVŠKA CESTA 34, LJ.|Soba|12 m2, soba, zgrajena l. 2000, 1. nad., Nasproti Tivolija (pri Optiki Rugelj) oddam dvoposteljno sobo. Stanovanje je tri...|12,00 m2|170,00 €/mesec|2000|nan
SP. ŠIŠKA, MAZIJEVA ULICA|garsonjera|27 m2, garsonjera, zgrajena l. 1965, 5/5 nad., v celoti opremljeno vključno z belo tehniko, TV, klimo, oddamo. Cena: 450...|27,00 m2|450,00 €/mesec|1965|nan
SP. ŠIŠKA, NASPROTI PARKA TIVOLI|dvoinpolsobno|75 m2, 2,5-sobno, zgrajeno l. 1938, adaptirano l. 2008, 2/3 nad., Park Tivoli,Pivovarna Union, šola in vrtec v razdalji ...|75,00 m2|1.100,00 €/mesec|1938|2008
SP. ŠIŠKA, TIVOLI|Soba|9 m2, soba, zgrajena l. 1980, 5/5 nad., V ceno niso zajeti stroški, oddamo. Cena: 210,00 EUR/mes|9,00 m2|210,00 €/mesec|1980|nan
SP. ŠIŠKA, ULICA MILANA MAJCNA|garsonjera|25 m2, garsonjera, zgrajena l. 2000, 2/2 nad., Stanovanje primerno za 2 študenta. Dve manjši ločeni sobi s kuhinjo na ho...|25,00 m2|390,00 €/mesec|2000|nan
STANEŽIČE|trisobno|70 m2, 3-sobno, zgrajeno l. 2010, 2/2 nad., prijetno, tollo, soncno stanovanje. V neposredni bližini gozda in prelepe na...|70,00 m2|600,00 €/mesec|2010|nan
STARA LJ.|trisobno|100 m2, 3-sobno, adaptirano l. 2019, 1/3 nad., 2 spalnici, popolnoma opremljeno, ameriški hladilnik, pomivalni stroj, pr...|100,00 m2|1.500,00 €/mesec|nan|2019
